직업명,직무만족_급여,직무만족_승진,직무만족_상사,직무만족_동료,직무만족_전반적,합계
치과기공사,4,4,4,4,4,20
치과기공사,4,3,4,5,4,20
치과기공사,4,4,4,4,4,20
치과기공사,3,4,4,4,3,18
치과기공사,3,9,4,4,3,23
치과기공사,3,4,3,4,4,18
치과기공사,3,2,3,3,3,14
치과기공사,4,9,9,3,4,29
치과기공사,4,5,4,4,4,21
치과기공사,4,4,5,5,4,22
치과기공사,4,5,5,4,4,22
치과기공사,4,4,3,4,3,18
치과기공사,3,4,4,3,4,18
치과기공사,3,9,9,3,4,28
치과기공사,3,4,4,4,4,19
치과기공사,4,4,4,3,3,18
치과기공사,4,9,9,4,4,30
치과기공사,3,2,2,4,3,14
치과기공사,3,3,3,4,3,16
치과기공사,3,3,3,5,3,17
재활공학기사(의지보조기기사),3,3,3,4,4,17
재활공학기사(의지보조기기사),3,4,4,4,4,19
재활공학기사(의지보조기기사),4,4,3,5,4,20
재활공학기사(의지보조기기사),3,3,2,4,4,16
재활공학기사(의지보조기기사),3,3,2,4,4,16
재활공학기사(의지보조기기사),3,3,2,4,4,16
재활공학기사(의지보조기기사),3,3,4,4,4,18
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),4,3,3,4,4,18
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),3,3,3,4,3,16
재활공학기사(의지보조기기사),3,3,4,4,4,18
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),5,4,4,4,4,21
재활공학기사(의지보조기기사),5,4,4,4,4,21
재활공학기사(의지보조기기사),4,4,4,4,4,20
재활공학기사(의지보조기기사),3,2,3,3,3,14
재활공학기사(의지보조기기사),3,3,3,3,3,15
재활공학기사(의지보조기기사),3,3,3,4,3,16
재활공학기사(의지보조기기사),3,4,3,4,4,18
재활공학기사(의지보조기기사),3,4,4,4,4,19
재활공학기사(의지보조기기사),3,3,3,3,3,15
재활공학기사(의지보조기기사),3,4,3,4,4,18
재활공학기사(의지보조기기사),3,4,4,4,4,19
재활공학기사(의지보조기기사),3,4,3,4,3,17
안경사,4,9,3,4,4,24
안경사,3,3,4,3,3,16
안경사,3,3,3,4,3,16
안경사,3,2,4,4,3,16
안경사,3,3,3,3,3,15
안경사,3,3,3,3,3,15
안경사,2,9,3,3,3,20
안경사,3,9,9,3,4,28
안경사,4,9,9,4,4,30
안경사,4,3,4,4,4,19
안경사,4,4,3,3,4,18
안경사,3,3,4,4,3,17
안경사,3,4,4,4,4,19
안경사,2,4,4,5,4,19
안경사,2,1,4,5,3,15
안경사,3,9,9,5,3,29
안경사,4,9,9,4,4,30
안경사,3,2,3,4,3,15
안경사,3,3,4,4,3,17
안경사,2,3,3,3,3,14
안경사,4,9,9,9,4,35
안경사,4,9,9,9,4,35
안경사,4,9,9,9,4,35
안경사,3,9,9,3,3,27
안경사,4,9,9,4,4,30
안경사,4,9,9,4,4,30
안경사,4,9,9,4,4,30
안경사,3,9,9,9,3,33
안경사,3,3,5,9,4,24
안경사,4,9,9,9,4,35
안마사,3,9,3,3,3,21
안마사,3,9,9,9,3,33
안마사,4,9,9,4,4,30
안마사,3,4,3,3,4,17
안마사,3,2,3,3,3,14
안마사,4,3,4,3,4,18
안마사,4,3,4,3,4,18
안마사,2,3,3,2,4,14
안마사,4,3,4,3,4,18
안마사,3,4,4,4,4,19
안마사,4,5,4,4,5,22
안마사,3,9,9,9,3,33
안마사,3,2,4,4,3,16
안마사,3,1,3,4,3,14
안마사,2,9,9,9,2,31
안마사,3,9,9,9,3,33
안마사,3,9,9,9,3,33
안마사,2,9,9,3,2,25
안마사,3,3,3,4,3,16
안마사,4,9,9,4,4,30
안마사,3,3,4,4,4,18
안마사,3,9,9,9,4,34
안마사,2,9,9,4,4,28
안마사,2,9,9,4,4,28
안마사,3,9,9,4,4,29
안마사,3,9,9,5,4,30
안마사,4,3,4,4,4,19
안마사,4,3,3,3,3,16
안마사,3,3,4,4,3,17
안마사,3,3,3,4,3,16
안마사,2,2,3,4,3,14
안마사,3,3,3,4,3,16
안마사,2,2,3,3,3,13
영양사,5,4,5,5,4,23
영양사,5,4,5,5,5,24
영양사,5,4,5,5,5,24
영양사,4,9,9,4,4,30
영양사,4,4,4,4,4,20
영양사,4,4,5,4,4,21
영양사,4,4,5,4,4,21
영양사,4,4,5,4,4,21
영양사,4,4,3,5,4,20
영양사,3,4,4,4,4,19
영양사,3,4,4,3,3,17
영양사,3,2,3,3,3,14
영양사,4,3,3,4,4,18
영양사,4,3,4,4,4,19
영양사,3,3,3,4,3,16
영양사,3,3,3,4,4,17
영양사,4,4,3,4,4,19
영양사,4,4,4,5,4,21
영양사,3,4,4,4,4,19
영양사,3,3,4,4,3,17
영양사,3,4,4,4,4,19
영양사,3,2,4,4,4,17
영양사,3,3,4,4,3,17
영양사,3,3,4,5,4,19
영양사,2,2,3,3,3,13
영양사,3,4,3,3,3,16
영양사,3,9,9,9,3,33
영양사,2,3,3,4,4,16
영양사,3,4,3,3,3,16
영양사,4,9,4,4,4,25
영양사,3,4,3,3,3,16
보건의료정보관리사(의무기록사),4,3,3,3,3,16
보건의료정보관리사(의무기록사),4,3,4,4,4,19
보건의료정보관리사(의무기록사),3,3,3,3,3,15
보건의료정보관리사(의무기록사),4,4,3,5,4,20
보건의료정보관리사(의무기록사),4,3,4,4,4,19
보건의료정보관리사(의무기록사),4,4,3,4,4,19
보건의료정보관리사(의무기록사),3,4,4,4,4,19
보건의료정보관리사(의무기록사),3,3,4,4,3,17
보건의료정보관리사(의무기록사),3,3,4,4,3,17
보건의료정보관리사(의무기록사),4,4,4,4,4,20
보건의료정보관리사(의무기록사),2,9,4,4,4,23
보건의료정보관리사(의무기록사),3,3,4,4,4,18
보건의료정보관리사(의무기록사),3,3,4,4,4,18
보건의료정보관리사(의무기록사),4,4,5,5,4,22
보건의료정보관리사(의무기록사),4,4,5,4,4,21
보건의료정보관리사(의무기록사),4,4,5,4,4,21
보건의료정보관리사(의무기록사),3,3,4,4,4,18
보건의료정보관리사(의무기록사),3,3,4,4,4,18
보건의료정보관리사(의무기록사),3,2,3,4,3,15
보건의료정보관리사(의무기록사),2,2,4,4,3,15
보건의료정보관리사(의무기록사),3,2,3,3,3,14
보건의료정보관리사(의무기록사),5,4,5,4,5,23
보건의료정보관리사(의무기록사),4,4,5,4,4,21
보건의료정보관리사(의무기록사),4,4,3,4,4,19
보건의료정보관리사(의무기록사),3,3,4,4,3,17
보건의료정보관리사(의무기록사),4,4,4,4,4,20
보건의료정보관리사(의무기록사),3,3,3,4,3,16
보건의료정보관리사(의무기록사),3,4,4,4,4,19
보건의료정보관리사(의무기록사),3,4,4,4,4,19
보건의료정보관리사(의무기록사),3,4,4,4,4,19
응급구조사,3,4,3,3,3,16
응급구조사,3,3,4,4,4,18
응급구조사,3,3,3,3,3,15
응급구조사,3,3,3,3,3,15
응급구조사,3,3,3,4,3,16
응급구조사,4,4,3,4,4,19
응급구조사,4,3,4,4,4,19
응급구조사,4,4,4,3,4,19
응급구조사,3,3,4,4,3,17
응급구조사,4,4,5,4,3,20
응급구조사,4,3,4,4,4,19
응급구조사,4,4,3,3,4,18
응급구조사,3,3,3,3,3,15
응급구조사,3,3,3,4,3,16
응급구조사,3,3,2,4,3,15
응급구조사,3,3,4,4,4,18
응급구조사,2,3,2,3,3,13
응급구조사,4,3,3,4,4,18
응급구조사,4,2,3,3,3,15
응급구조사,4,3,3,4,4,18
응급구조사,3,3,3,3,3,15
응급구조사,3,3,3,3,3,15
응급구조사,4,3,3,3,3,16
응급구조사,3,3,3,4,3,16
응급구조사,4,3,4,3,3,17
응급구조사,4,4,4,4,4,20
응급구조사,2,3,2,3,4,14
응급구조사,5,5,5,5,5,25
응급구조사,4,4,4,4,4,20
응급구조사,3,3,4,4,4,18
간호조무사,3,3,4,4,5,19
간호조무사,2,3,3,4,3,15
간호조무사,3,3,3,3,3,15
간호조무사,4,9,3,3,4,23
간호조무사,3,3,4,4,4,18
간호조무사,3,3,3,3,3,15
간호조무사,1,1,3,3,2,10
간호조무사,4,4,3,5,5,21
간호조무사,4,5,5,4,4,22
간호조무사,4,5,3,4,4,20
간호조무사,5,3,4,4,5,21
간호조무사,4,4,5,3,4,20
간호조무사,4,4,5,3,4,20
간호조무사,4,3,5,4,4,20
간호조무사,2,3,4,4,3,16
간호조무사,3,3,3,4,3,16
간호조무사,2,2,4,4,3,15
간호조무사,3,2,4,4,4,17
간호조무사,4,5,5,4,4,22
간호조무사,4,5,5,4,5,23
간호조무사,4,4,4,5,4,21
간호조무사,3,4,4,4,3,18
간호조무사,4,4,5,4,4,21
간호조무사,4,4,3,4,4,19
간호조무사,4,3,4,4,4,19
간호조무사,3,3,3,3,3,15
간호조무사,4,3,4,4,4,19
간호조무사,5,4,4,4,4,21
간호조무사,4,3,4,4,4,19
간호조무사,4,3,4,4,4,19
요양보호사 및 간병인,3,3,3,4,3,16
요양보호사 및 간병인,3,3,4,3,3,16
요양보호사 및 간병인,3,3,3,3,3,15
요양보호사 및 간병인,3,2,4,4,3,16
요양보호사 및 간병인,2,3,3,4,3,15
요양보호사 및 간병인,3,4,4,4,4,19
요양보호사 및 간병인,3,3,2,3,3,14
요양보호사 및 간병인,3,2,3,4,3,15
요양보호사 및 간병인,2,2,4,4,3,15
요양보호사 및 간병인,3,3,4,4,3,17
요양보호사 및 간병인,2,3,2,3,3,13
요양보호사 및 간병인,2,2,3,4,3,14
요양보호사 및 간병인,2,3,3,3,3,14
요양보호사 및 간병인,3,4,3,3,3,16
요양보호사 및 간병인,2,3,3,3,3,14
요양보호사 및 간병인,4,3,4,4,4,19
요양보호사 및 간병인,4,3,3,3,3,16
요양보호사 및 간병인,2,3,3,4,3,15
요양보호사 및 간병인,4,3,4,3,4,18
요양보호사 및 간병인,4,3,4,3,4,18
요양보호사 및 간병인,4,3,4,5,4,20
요양보호사 및 간병인,4,3,4,3,4,18
요양보호사 및 간병인,4,5,5,4,5,23
요양보호사 및 간병인,4,3,4,4,4,19
요양보호사 및 간병인,2,9,3,3,3,20
요양보호사 및 간병인,2,3,4,3,3,15
요양보호사 및 간병인,3,9,4,4,4,24
요양보호사 및 간병인,3,9,3,3,3,21
요양보호사 및 간병인,2,3,4,3,3,15
요양보호사 및 간병인,2,9,3,3,3,20
의료코디네이터,4,3,4,4,4,19
의료코디네이터,3,4,4,3,4,18
의료코디네이터,4,3,4,4,4,19
의료코디네이터,3,3,2,5,4,17
의료코디네이터,4,3,2,4,3,16
의료코디네이터,4,4,4,4,4,20
의료코디네이터,3,3,4,4,4,18
의료코디네이터,3,4,4,4,4,19
의료코디네이터,4,3,4,3,3,17
의료코디네이터,4,4,4,5,4,21
의료코디네이터,5,4,3,4,4,20
의료코디네이터,3,3,3,3,4,16
의료코디네이터,3,3,3,2,2,13
의료코디네이터,4,3,4,4,4,19
의료코디네이터,3,3,4,4,4,18
의료코디네이터,2,3,4,3,3,15
의료코디네이터,3,3,5,5,4,20
의료코디네이터,2,2,4,4,3,15
의료코디네이터,3,2,2,3,3,13
의료코디네이터,3,3,4,4,4,18
의료코디네이터,3,3,3,4,3,16
의료코디네이터,3,2,4,4,4,17
의료코디네이터,3,2,3,4,3,15
의료코디네이터,2,3,4,4,3,16
의료코디네이터,3,3,3,4,3,16
의료코디네이터,3,2,2,4,3,14
의료코디네이터,3,3,3,4,3,16
의료코디네이터,4,3,4,4,4,19
의료코디네이터,4,3,4,4,4,19
의료코디네이터,4,3,4,4,4,19
사회복지사,4,4,4,4,4,20
사회복지사,2,2,3,3,3,13
사회복지사,2,2,2,3,3,12
사회복지사,2,3,9,4,3,21
사회복지사,3,2,4,4,3,16
사회복지사,3,9,4,3,3,22
사회복지사,3,9,3,3,3,21
사회복지사,3,9,4,4,4,24
사회복지사,3,9,3,4,3,22
사회복지사,3,9,2,3,3,20
사회복지사,3,3,4,4,4,18
사회복지사,3,4,4,4,4,19
사회복지사,3,2,4,4,4,17
사회복지사,3,2,3,4,3,15
사회복지사,2,3,3,4,3,15
사회복지사,2,2,3,3,3,13
사회복지사,2,2,3,3,3,13
사회복지사,4,4,3,5,4,20
사회복지사,2,2,3,2,3,12
사회복지사,2,2,2,3,3,12
사회복지사,3,4,4,3,4,18
사회복지사,3,4,3,3,4,17
사회복지사,4,3,4,3,3,17
사회복지사,4,4,3,4,4,19
사회복지사,4,4,3,4,4,19
사회복지사,4,4,3,3,4,18
사회복지사,3,4,5,5,4,21
사회복지사,3,4,4,4,4,19
사회복지사,2,4,4,4,3,17
사회복지사,2,3,3,3,3,14
심리상담전문가,3,3,4,4,3,17
심리상담전문가,3,3,4,5,4,19
심리상담전문가,4,3,3,3,4,17
심리상담전문가,3,9,9,9,3,33
심리상담전문가,3,3,4,5,4,19
심리상담전문가,4,5,4,5,4,22
심리상담전문가,2,2,3,3,2,12
심리상담전문가,4,5,4,4,4,21
심리상담전문가,3,3,3,4,4,17
심리상담전문가,3,3,3,4,3,16
심리상담전문가,2,3,2,3,3,13
심리상담전문가,3,9,9,5,4,30
심리상담전문가,4,9,9,3,4,29
심리상담전문가,3,3,4,4,3,17
심리상담전문가,3,3,4,4,4,18
심리상담전문가,4,3,3,4,4,18
심리상담전문가,3,4,4,3,4,18
심리상담전문가,4,5,5,4,4,22
심리상담전문가,4,9,9,5,5,32
심리상담전문가,4,9,9,4,4,30
심리상담전문가,4,9,9,4,4,30
심리상담전문가,4,3,4,4,4,19
심리상담전문가,4,4,5,5,5,23
심리상담전문가,4,5,4,4,5,22
심리상담전문가,3,4,4,3,4,18
심리상담전문가,4,5,4,4,4,21
심리상담전문가,4,5,4,4,4,21
심리상담전문가,4,4,4,5,5,22
심리상담전문가,4,4,3,4,4,19
심리상담전문가,4,3,4,4,4,19
청소년지도사,4,4,5,4,4,21
청소년지도사,5,4,4,4,5,22
청소년지도사,4,4,3,5,4,20
청소년지도사,4,3,4,4,4,19
청소년지도사,3,4,5,4,4,20
청소년지도사,4,3,5,4,4,20
청소년지도사,4,5,5,4,3,21
청소년지도사,4,5,5,4,4,22
청소년지도사,4,3,5,4,4,20
청소년지도사,3,3,4,4,4,18
청소년지도사,3,3,3,3,3,15
청소년지도사,3,3,4,4,3,17
청소년지도사,3,3,4,4,4,18
청소년지도사,3,3,3,3,3,15
청소년지도사,3,2,3,4,3,15
청소년지도사,3,4,4,4,4,19
청소년지도사,3,4,4,4,3,18
청소년지도사,4,4,4,4,4,20
청소년지도사,3,3,3,3,3,15
청소년지도사,3,3,4,4,3,17
청소년지도사,4,4,3,3,3,17
청소년지도사,4,4,4,3,4,19
청소년지도사,4,4,4,4,4,20
청소년지도사,2,2,3,3,3,13
청소년지도사,4,5,5,5,5,24
청소년지도사,3,3,3,3,3,15
청소년지도사,4,4,4,3,4,19
청소년지도사,3,4,4,4,4,19
청소년지도사,3,4,4,3,4,18
청소년지도사,4,4,3,4,4,19
직업상담사,2,3,3,4,3,15
직업상담사,2,3,3,4,3,15
직업상담사,3,3,4,5,4,19
직업상담사,1,2,3,3,2,11
직업상담사,1,3,3,4,3,14
직업상담사,5,4,3,4,4,20
직업상담사,5,4,3,3,4,19
직업상담사,4,4,3,4,4,19
직업상담사,5,4,3,3,4,19
직업상담사,4,4,3,4,4,19
직업상담사,4,5,3,3,4,19
직업상담사,4,5,4,4,3,20
직업상담사,5,4,3,4,4,20
직업상담사,3,4,4,4,4,19
직업상담사,5,4,5,5,4,23
직업상담사,4,3,5,5,4,21
직업상담사,4,4,4,4,4,20
직업상담사,5,5,4,5,5,24
직업상담사,3,3,4,4,4,18
직업상담사,4,3,3,4,4,18
직업상담사,4,9,3,4,4,24
직업상담사,2,3,3,3,3,14
직업상담사,3,9,9,3,3,27
직업상담사,3,2,3,4,3,15
직업상담사,3,3,3,3,3,15
직업상담사,4,3,4,4,4,19
직업상담사,3,3,4,4,4,18
직업상담사,3,9,4,4,4,24
직업상담사,3,9,4,4,4,24
직업상담사,3,3,4,4,4,18
취업알선원,3,3,3,3,3,15
취업알선원,2,9,3,3,3,20
취업알선원,2,9,3,2,2,18
취업알선원,3,9,3,4,3,22
취업알선원,2,9,3,3,2,19
취업알선원,2,2,2,3,2,11
취업알선원,3,9,3,4,3,22
취업알선원,3,3,4,4,4,18
취업알선원,3,4,3,3,3,16
취업알선원,3,2,3,3,3,14
취업알선원,4,3,3,4,4,18
취업알선원,3,3,4,4,4,18
취업알선원,4,3,3,3,3,16
취업알선원,4,4,3,4,4,19
취업알선원,3,3,3,4,3,16
취업알선원,3,9,9,4,4,29
취업알선원,3,2,4,3,3,15
취업알선원,3,1,3,4,3,14
취업알선원,3,3,4,4,4,18
취업알선원,3,3,3,4,3,16
취업알선원,3,2,3,4,3,15
취업알선원,4,3,3,3,3,16
취업알선원,3,4,3,4,4,18
취업알선원,3,2,3,4,3,15
취업알선원,3,9,9,9,3,33
취업알선원,3,9,9,9,3,33
취업알선원,3,9,9,9,3,33
취업알선원,4,9,9,9,4,35
취업알선원,5,9,9,9,5,37
취업알선원,3,9,9,9,4,34
사회단체활동가,3,3,4,3,3,16
사회단체활동가,3,3,4,4,4,18
사회단체활동가,3,9,4,4,4,24
사회단체활동가,2,3,5,5,5,20
사회단체활동가,3,3,3,4,4,17
사회단체활동가,3,4,4,3,4,18
사회단체활동가,4,2,3,3,4,16
사회단체활동가,4,4,3,4,4,19
사회단체활동가,3,2,3,3,4,15
사회단체활동가,3,4,3,2,3,15
사회단체활동가,5,4,4,5,4,22
사회단체활동가,3,4,2,5,4,18
사회단체활동가,4,5,4,4,5,22
사회단체활동가,4,3,3,4,4,18
사회단체활동가,3,3,3,3,4,16
사회단체활동가,3,2,3,3,3,14
사회단체활동가,3,3,3,4,3,16
사회단체활동가,4,3,4,4,4,19
사회단체활동가,2,2,3,3,3,13
사회단체활동가,2,2,3,4,3,14
사회단체활동가,3,3,3,3,3,15
사회단체활동가,2,9,3,4,3,21
사회단체활동가,3,9,9,4,4,29
사회단체활동가,2,3,3,4,4,16
사회단체활동가,3,3,4,4,4,18
사회단체활동가,2,3,4,5,3,17
사회단체활동가,3,3,4,4,4,18
사회단체활동가,4,4,4,4,4,20
사회단체활동가,4,4,4,4,4,20
사회단체활동가,2,3,4,4,4,17
보육교사,3,3,4,4,4,18
보육교사,3,2,3,3,3,14
보육교사,4,9,9,4,4,30
보육교사,2,3,3,4,3,15
보육교사,3,3,4,4,4,18
보육교사,3,4,5,5,4,21
보육교사,2,3,2,3,3,13
보육교사,3,4,3,4,4,18
보육교사,3,3,4,4,3,17
보육교사,3,3,3,4,3,16
보육교사,4,3,3,3,3,16
보육교사,3,3,3,3,3,15
보육교사,2,3,4,4,3,16
보육교사,3,4,4,4,4,19
보육교사,3,2,2,3,3,13
보육교사,4,3,3,5,4,19
보육교사,2,2,3,3,3,13
보육교사,3,2,3,4,3,15
보육교사,3,3,4,4,4,18
보육교사,2,3,4,4,4,17
보육교사,3,3,4,4,4,18
보육교사,3,3,4,4,4,18
보육교사,3,3,4,4,4,18
보육교사,3,2,3,4,3,15
보육교사,4,3,4,4,4,19
보육교사,3,4,4,4,4,19
보육교사,4,3,4,4,4,19
보육교사,2,2,3,4,3,14
보육교사,2,3,4,4,3,16
보육교사,2,3,4,4,3,16
생활지도원,2,3,3,4,3,15
생활지도원,3,3,3,4,4,17
생활지도원,3,3,3,4,3,16
생활지도원,3,3,3,3,3,15
생활지도원,3,3,3,3,3,15
생활지도원,4,4,4,3,4,19
생활지도원,3,3,3,3,3,15
생활지도원,3,4,3,3,3,16
생활지도원,3,3,3,3,3,15
생활지도원,3,3,3,3,3,15
생활지도원,3,3,3,3,3,15
생활지도원,3,3,4,4,4,18
생활지도원,3,4,4,4,4,19
생활지도원,4,3,4,4,4,19
생활지도원,3,3,4,4,4,18
생활지도원,3,3,4,4,3,17
생활지도원,3,3,3,4,4,17
생활지도원,3,3,4,4,4,18
생활지도원,3,3,4,4,4,18
생활지도원,3,3,3,4,3,16
생활지도원,3,3,3,4,3,16
생활지도원,3,3,4,4,4,18
생활지도원,3,3,3,4,3,16
생활지도원,3,3,3,3,3,15
생활지도원,3,3,3,4,3,16
생활지도원,3,3,4,4,4,18
생활지도원,2,1,1,4,2,10
생활지도원,3,4,4,4,4,19
생활지도원,4,4,4,3,4,19
생활지도원,3,3,2,3,2,13
소설가,2,2,4,4,3,15
소설가,3,3,3,3,3,15
소설가,1,2,3,3,2,11
소설가,1,2,3,3,3,12
소설가,3,3,3,4,3,16
소설가,2,9,9,9,3,32
소설가,3,9,9,9,3,33
소설가,4,9,9,9,4,35
소설가,5,9,9,9,4,36
소설가,4,5,5,5,4,23
소설가,1,9,9,9,2,30
소설가,1,9,9,9,2,30
소설가,2,9,9,9,3,32
소설가,2,9,9,9,3,32
소설가,3,4,4,4,4,19
소설가,3,9,9,9,3,33
소설가,3,9,9,9,3,33
소설가,1,9,9,9,2,30
소설가,2,9,9,9,3,32
소설가,1,9,9,9,2,30
소설가,2,2,3,3,3,13
소설가,4,4,4,4,4,20
소설가,2,9,9,9,3,32
소설가,2,3,3,3,3,14
소설가,3,3,3,3,3,15
소설가,2,3,3,4,3,15
소설가,1,1,1,3,2,8
소설가,1,9,9,9,2,30
소설가,2,9,9,9,3,32
소설가,5,4,4,5,4,22
영화시나리오작가,4,9,9,9,4,35
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,4,9,9,9,4,35
영화시나리오작가,4,9,4,4,4,25
영화시나리오작가,2,9,9,9,3,32
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,2,9,9,9,3,32
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,3,9,9,9,3,33
영화시나리오작가,3,3,4,4,4,18
영화시나리오작가,3,9,9,9,3,33
영화시나리오작가,3,9,9,9,3,33
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,2,9,9,9,2,31
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,1,9,9,9,1,29
영화시나리오작가,3,9,9,9,3,33
방송작가,3,3,3,3,3,15
방송작가,4,4,4,4,4,20
방송작가,4,3,4,4,4,19
방송작가,4,4,4,4,4,20
방송작가,4,4,4,4,4,20
방송작가,3,3,3,4,3,16
방송작가,3,2,2,4,3,14
방송작가,3,3,2,3,3,14
방송작가,2,3,3,3,3,14
방송작가,3,2,3,4,3,15
방송작가,3,3,3,3,3,15
방송작가,3,3,3,3,3,15
방송작가,4,3,3,3,3,16
방송작가,3,3,3,3,3,15
방송작가,4,3,3,4,4,18
방송작가,4,3,3,3,3,16
방송작가,3,3,4,4,4,18
방송작가,3,4,5,4,4,20
방송작가,3,4,5,5,4,21
방송작가,3,4,4,5,4,20
방송작가,4,5,5,3,4,21
방송작가,4,3,5,4,5,21
방송작가,3,4,5,4,4,20
방송작가,3,4,4,3,4,18
방송작가,4,5,4,5,4,22
방송작가,3,3,4,3,3,16
방송작가,4,5,5,4,4,22
방송작가,4,9,4,4,4,25
방송작가,4,5,4,3,4,20
방송작가,3,4,3,4,4,18
번역가,3,4,3,3,3,16
번역가,3,4,4,3,3,17
번역가,3,4,4,3,3,17
번역가,3,3,3,4,4,17
번역가,4,3,3,4,3,17
번역가,5,4,4,5,4,22
번역가,3,4,4,4,3,18
번역가,3,3,3,2,2,13
번역가,3,3,2,3,3,14
번역가,3,3,2,4,3,15
번역가,4,3,4,3,3,17
번역가,4,3,3,4,3,17
번역가,4,3,3,4,3,17
번역가,4,3,3,4,3,17
번역가,3,3,4,4,3,17
번역가,4,3,4,3,3,17
번역가,3,4,3,4,3,17
번역가,3,3,3,4,3,16
번역가,3,3,4,4,3,17
번역가,2,3,3,3,3,14
번역가,3,4,4,4,3,18
번역가,3,4,4,3,3,17
번역가,3,4,4,4,3,18
번역가,3,4,3,3,3,16
번역가,3,3,2,3,3,14
번역가,4,3,3,3,3,16
번역가,4,9,9,9,4,35
번역가,4,3,4,4,4,19
번역가,4,9,9,3,5,30
번역가,4,9,9,9,4,35
통역가,3,3,3,3,3,15
통역가,4,3,3,4,4,18
통역가,4,4,3,4,4,19
통역가,3,3,4,3,4,17
통역가,4,4,3,3,3,17
통역가,3,3,3,4,3,16
통역가,3,3,3,4,4,17
통역가,3,3,2,4,3,15
통역가,4,4,2,4,4,18
통역가,3,3,2,5,4,17
통역가,4,4,4,3,3,18
통역가,4,4,5,4,4,21
통역가,4,3,4,4,4,19
통역가,4,4,3,4,4,19
통역가,5,4,4,3,5,21
통역가,2,9,9,9,3,32
통역가,2,9,9,9,3,32
통역가,4,4,5,5,4,22
통역가,4,5,4,4,4,21
통역가,5,4,4,4,4,21
통역가,4,5,3,4,4,20
통역가,4,3,4,4,4,19
통역가,3,3,3,3,3,15
통역가,3,3,3,3,3,15
통역가,4,9,9,4,4,30
통역가,4,9,9,4,4,30
통역가,4,3,4,4,4,19
통역가,4,4,4,4,4,20
통역가,3,3,3,3,3,15
통역가,4,4,4,4,4,20
출판물기획자,3,2,4,4,4,17
출판물기획자,3,3,3,4,3,16
출판물기획자,4,4,4,3,4,19
출판물기획자,4,4,4,4,4,20
출판물기획자,3,3,4,4,4,18
출판물기획자,3,3,2,3,3,14
출판물기획자,3,3,3,3,3,15
출판물기획자,3,3,3,3,3,15
출판물기획자,3,3,3,3,3,15
출판물기획자,3,3,3,3,3,15
출판물기획자,3,4,4,4,4,19
출판물기획자,3,4,3,4,4,18
출판물기획자,3,2,3,3,3,14
출판물기획자,4,5,5,4,4,22
출판물기획자,5,4,5,5,4,23
출판물기획자,4,5,3,3,4,19
출판물기획자,3,3,4,4,4,18
출판물기획자,4,4,5,5,4,22
출판물기획자,4,4,3,4,4,19
출판물기획자,5,4,4,4,4,21
출판물기획자,4,4,3,4,4,19
출판물기획자,5,4,5,5,5,24
출판물기획자,5,4,4,3,4,20
출판물기획자,4,5,4,4,4,21
출판물기획자,3,3,3,4,3,16
출판물기획자,4,3,4,4,4,19
출판물기획자,3,3,4,4,3,17
출판물기획자,3,3,3,4,3,16
출판물기획자,3,3,3,4,3,16
출판물기획자,3,3,4,4,3,17
출판자료편집사무원,3,3,4,4,4,18
출판자료편집사무원,4,3,4,4,4,19
출판자료편집사무원,3,9,4,4,4,24
출판자료편집사무원,3,2,2,3,3,13
출판자료편집사무원,2,3,3,3,3,14
출판자료편집사무원,3,2,2,3,3,13
출판자료편집사무원,2,3,3,4,3,15
출판자료편집사무원,3,3,4,4,3,17
출판자료편집사무원,4,4,3,5,4,20
출판자료편집사무원,3,4,3,4,3,17
출판자료편집사무원,3,3,4,3,3,16
출판자료편집사무원,3,3,4,4,4,18
출판자료편집사무원,3,3,4,4,4,18
출판자료편집사무원,4,4,4,4,4,20
출판자료편집사무원,3,3,3,3,4,16
출판자료편집사무원,3,3,3,2,4,15
출판자료편집사무원,3,3,4,4,3,17
출판자료편집사무원,3,3,4,4,3,17
출판자료편집사무원,3,4,4,4,4,19
출판자료편집사무원,3,3,4,4,4,18
